,Abbreviation,TeamId,GridPosition,Position,Time,Status,Race,TotalTime,Rain,Temp
1211,RIC,rb,14.0,13.0,5724914000000.0,Finished,Azerbaijan Grand Prix,0 days 01:35:24.914000,0.0,
1212,ZHO,sauber,17.0,14.0,5726848000000.0,Finished,Azerbaijan Grand Prix,0 days 01:35:26.848000,0.0,
1213,OCO,alpine,20.0,15.0,5748192000000.0,Lapped,Azerbaijan Grand Prix,0 days 01:35:48.192000,0.0,
1214,BOT,sauber,16.0,16.0,5752243000000.0,Lapped,Azerbaijan Grand Prix,0 days 01:35:52.243000,0.0,
1215,PER,red_bull,4.0,17.0,,Finished,Azerbaijan Grand Prix,,0.0,
1216,SAI,ferrari,3.0,18.0,,Finished,Azerbaijan Grand Prix,,0.0,
1217,STR,aston_martin,13.0,19.0,,Finished,Azerbaijan Grand Prix,,0.0,
1218,TSU,rb,11.0,20.0,,Retired,Azerbaijan Grand Prix,,0.0,
1219,NOR,mclaren,1.0,1.0,6052571000000.0,Finished,Singapore Grand Prix,0 days 01:40:52.571000,0.0,
1220,VER,red_bull,2.0,2.0,6073516000000.0,Finished,Singapore Grand Prix,0 days 01:41:13.516000,0.0,
1221,PIA,mclaren,5.0,3.0,6094394000000.0,Finished,Singapore Grand Prix,0 days 01:41:34.394000,0.0,
1222,RUS,mercedes,4.0,4.0,6113611000000.0,Finished,Singapore Grand Prix,0 days 01:41:53.611000,0.0,
1223,LEC,ferrari,9.0,5.0,6115001000000.0,Finished,Singapore Grand Prix,0 days 01:41:55.001000,0.0,
1224,HAM,mercedes,3.0,6.0,6137819000000.0,Finished,Singapore Grand Prix,0 days 01:42:17.819000,0.0,
1225,SAI,ferrari,10.0,7.0,6148610000000.0,Finished,Singapore Grand Prix,0 days 01:42:28.610000,0.0,
1226,ALO,aston_martin,7.0,8.0,6149483000000.0,Lapped,Singapore Grand Prix,0 days 01:42:29.483000,0.0,
1227,HUL,haas,6.0,9.0,6151750000000.0,Lapped,Singapore Grand Prix,0 days 01:42:31.750000,0.0,
1228,PER,red_bull,13.0,10.0,6153234000000.0,Lapped,Singapore Grand Prix,0 days 01:42:33.234000,0.0,
1229,COL,williams,12.0,11.0,6154894000000.0,Lapped,Singapore Grand Prix,0 days 01:42:34.894000,0.0,
1230,TSU,rb,8.0,12.0,6157402000000.0,Lapped,Singapore Grand Prix,0 days 01:42:37.402000,0.0,
1231,OCO,alpine,15.0,13.0,6192615000000.0,Lapped,Singapore Grand Prix,0 days 01:43:12.615000,0.0,
1232,STR,aston_martin,17.0,14.0,6196181000000.0,Lapped,Singapore Grand Prix,0 days 01:43:16.181000,0.0,
1233,ZHO,sauber,20.0,15.0,6205830000000.0,Lapped,Singapore Grand Prix,0 days 01:43:25.830000,0.0,
1234,BOT,sauber,19.0,16.0,6206439000000.0,Lapped,Singapore Grand Prix,0 days 01:43:26.439000,0.0,
1235,GAS,alpine,18.0,17.0,6207669000000.0,Lapped,Singapore Grand Prix,0 days 01:43:27.669000,0.0,
1236,RIC,rb,16.0,18.0,6238406000000.0,Lapped,Singapore Grand Prix,0 days 01:43:58.406000,0.0,
1237,MAG,haas,14.0,19.0,,Finished,Singapore Grand Prix,,0.0,
1238,ALB,williams,11.0,20.0,,Retired,Singapore Grand Prix,,0.0,
1239,LEC,ferrari,4.0,1.0,5709639000000.0,Finished,United States Grand Prix,0 days 01:35:09.639000,0.0,
1240,SAI,ferrari,3.0,2.0,5718201000000.0,Finished,United States Grand Prix,0 days 01:35:18.201000,0.0,
1241,VER,red_bull,2.0,3.0,5729051000000.0,Finished,United States Grand Prix,0 days 01:35:29.051000,0.0,
1242,NOR,mclaren,1.0,4.0,5729993000000.0,Finished,United States Grand Prix,0 days 01:35:29.993000,0.0,
1243,PIA,mclaren,5.0,5.0,5731560000000.0,Finished,United States Grand Prix,0 days 01:35:31.560000,0.0,
1244,RUS,mercedes,20.0,6.0,5765934000000.0,Finished,United States Grand Prix,0 days 01:36:05.934000,0.0,
1245,PER,red_bull,9.0,7.0,5768711000000.0,Finished,United States Grand Prix,0 days 01:36:08.711000,0.0,
1246,HUL,haas,11.0,8.0,5772596000000.0,Finished,United States Grand Prix,0 days 01:36:12.596000,0.0,
1247,LAW,rb,19.0,9.0,5780202000000.0,Finished,United States Grand Prix,0 days 01:36:20.202000,0.0,
1248,COL,williams,15.0,10.0,5781618000000.0,Finished,United States Grand Prix,0 days 01:36:21.618000,0.0,
1249,MAG,haas,8.0,11.0,5789421000000.0,Finished,United States Grand Prix,0 days 01:36:29.421000,0.0,
1250,GAS,alpine,6.0,12.0,5800197000000.0,Finished,United States Grand Prix,0 days 01:36:40.197000,0.0,
1251,ALO,aston_martin,7.0,13.0,5801923000000.0,Lapped,United States Grand Prix,0 days 01:36:41.923000,0.0,
1252,TSU,rb,10.0,14.0,5808409000000.0,Lapped,United States Grand Prix,0 days 01:36:48.409000,0.0,
1253,STR,aston_martin,13.0,15.0,5817180000000.0,Lapped,United States Grand Prix,0 days 01:36:57.180000,0.0,
1254,ALB,williams,14.0,16.0,5818289000000.0,Lapped,United States Grand Prix,0 days 01:36:58.289000,0.0,
1255,BOT,sauber,16.0,17.0,5834530000000.0,Lapped,United States Grand Prix,0 days 01:37:14.530000,0.0,
1256,OCO,alpine,12.0,18.0,5842309000000.0,Lapped,United States Grand Prix,0 days 01:37:22.309000,0.0,
1257,ZHO,sauber,18.0,19.0,5849437000000.0,Lapped,United States Grand Prix,0 days 01:37:29.437000,0.0,
1258,HAM,mercedes,17.0,20.0,,Retired,United States Grand Prix,,0.0,
1259,SAI,ferrari,1.0,1.0,6055800000000.0,Finished,Mexico City Grand Prix,0 days 01:40:55.800000,0.0,
1260,NOR,mclaren,3.0,2.0,6060505000000.0,Finished,Mexico City Grand Prix,0 days 01:41:00.505000,0.0,
1261,LEC,ferrari,4.0,3.0,6090187000000.0,Finished,Mexico City Grand Prix,0 days 01:41:30.187000,0.0,
1262,HAM,mercedes,6.0,4.0,6100580000000.0,Finished,Mexico City Grand Prix,0 days 01:41:40.580000,0.0,
1263,RUS,mercedes,5.0,5.0,6104336000000.0,Finished,Mexico City Grand Prix,0 days 01:41:44.336000,0.0,
1264,VER,red_bull,2.0,6.0,6115358000000.0,Finished,Mexico City Grand Prix,0 days 01:41:55.358000,0.0,
1265,MAG,haas,7.0,7.0,6119442000000.0,Finished,Mexico City Grand Prix,0 days 01:41:59.442000,0.0,
1266,PIA,mclaren,17.0,8.0,6120728000000.0,Finished,Mexico City Grand Prix,0 days 01:42:00.728000,0.0,
1267,HUL,haas,10.0,9.0,6123448000000.0,Lapped,Mexico City Grand Prix,0 days 01:42:03.448000,0.0,
1268,GAS,alpine,8.0,10.0,6139315000000.0,Lapped,Mexico City Grand Prix,0 days 01:42:19.315000,0.0,
1269,STR,aston_martin,14.0,11.0,6145800000000.0,Lapped,Mexico City Grand Prix,0 days 01:42:25.800000,0.0,
1270,COL,williams,16.0,12.0,6158225000000.0,Lapped,Mexico City Grand Prix,0 days 01:42:38.225000,0.0,
1271,OCO,alpine,0.0,13.0,6160391000000.0,Lapped,Mexico City Grand Prix,0 days 01:42:40.391000,0.0,
1272,BOT,sauber,15.0,14.0,6162955000000.0,Lapped,Mexico City Grand Prix,0 days 01:42:42.955000,0.0,
1273,ZHO,sauber,19.0,15.0,6182450000000.0,Lapped,Mexico City Grand Prix,0 days 01:43:02.450000,0.0,
1274,LAW,rb,12.0,16.0,6185194000000.0,Lapped,Mexico City Grand Prix,0 days 01:43:05.194000,0.0,
1275,PER,red_bull,18.0,17.0,6194012000000.0,Lapped,Mexico City Grand Prix,0 days 01:43:14.012000,0.0,
1276,ALO,aston_martin,13.0,18.0,,Retired,Mexico City Grand Prix,,0.0,
1277,ALB,williams,9.0,19.0,,Retired,Mexico City Grand Prix,,0.0,
1278,TSU,rb,11.0,20.0,,Retired,Mexico City Grand Prix,,0.0,
1279,VER,red_bull,17.0,1.0,7614430000000.0,Finished,São Paulo Grand Prix,0 days 02:06:54.430000,0.582089552238806,
1280,OCO,alpine,4.0,2.0,7633907000000.0,Finished,São Paulo Grand Prix,0 days 02:07:13.907000,0.582089552238806,
1281,GAS,alpine,13.0,3.0,7636962000000.0,Finished,São Paulo Grand Prix,0 days 02:07:16.962000,0.582089552238806,
1282,RUS,mercedes,2.0,4.0,7637695000000.0,Finished,São Paulo Grand Prix,0 days 02:07:17.695000,0.582089552238806,
1283,LEC,ferrari,6.0,5.0,7644607000000.0,Finished,São Paulo Grand Prix,0 days 02:07:24.607000,0.582089552238806,
1284,NOR,mclaren,1.0,6.0,7645802000000.0,Finished,São Paulo Grand Prix,0 days 02:07:25.802000,0.582089552238806,
1285,TSU,rb,3.0,7.0,7656486000000.0,Finished,São Paulo Grand Prix,0 days 02:07:36.486000,0.582089552238806,
1286,PIA,mclaren,8.0,8.0,7659373000000.0,Finished,São Paulo Grand Prix,0 days 02:07:39.373000,0.582089552238806,
1287,LAW,rb,5.0,9.0,7664882000000.0,Finished,São Paulo Grand Prix,0 days 02:07:44.882000,0.582089552238806,
1288,HAM,mercedes,14.0,10.0,7665183000000.0,Finished,São Paulo Grand Prix,0 days 02:07:45.183000,0.582089552238806,
1289,PER,red_bull,12.0,11.0,7665961000000.0,Finished,São Paulo Grand Prix,0 days 02:07:45.961000,0.582089552238806,
1290,BEA,haas,15.0,12.0,7671515000000.0,Finished,São Paulo Grand Prix,0 days 02:07:51.515000,0.582089552238806,
1291,BOT,sauber,11.0,13.0,7678018000000.0,Finished,São Paulo Grand Prix,0 days 02:07:58.018000,0.582089552238806,
1292,ALO,aston_martin,9.0,14.0,7692479000000.0,Finished,São Paulo Grand Prix,0 days 02:08:12.479000,0.582089552238806,
1293,ZHO,sauber,19.0,15.0,7694079000000.0,Finished,São Paulo Grand Prix,0 days 02:08:14.079000,0.582089552238806,
1294,SAI,ferrari,20.0,16.0,,Retired,São Paulo Grand Prix,,0.582089552238806,
1295,COL,williams,16.0,17.0,,Retired,São Paulo Grand Prix,,0.582089552238806,
1296,ALB,williams,7.0,18.0,,Did not start,São Paulo Grand Prix,,0.582089552238806,
1297,STR,aston_martin,10.0,19.0,,Did not start,São Paulo Grand Prix,,0.582089552238806,
1298,HUL,haas,18.0,20.0,,Disqualified,São Paulo Grand Prix,,0.582089552238806,
1299,RUS,mercedes,1.0,1.0,4925969000000.0,Finished,Las Vegas Grand Prix,0 days 01:22:05.969000,0.0,
1300,HAM,mercedes,10.0,2.0,4933282000000.0,Finished,Las Vegas Grand Prix,0 days 01:22:13.282000,0.0,
1301,SAI,ferrari,2.0,3.0,4937875000000.0,Finished,Las Vegas Grand Prix,0 days 01:22:17.875000,0.0,
1302,LEC,ferrari,4.0,4.0,4940252000000.0,Finished,Las Vegas Grand Prix,0 days 01:22:20.252000,0.0,
1303,VER,red_bull,5.0,5.0,4942551000000.0,Finished,Las Vegas Grand Prix,0 days 01:22:22.551000,0.0,
1304,NOR,mclaren,6.0,6.0,4969354000000.0,Finished,Las Vegas Grand Prix,0 days 01:22:49.354000,0.0,
1305,PIA,mclaren,8.0,7.0,4977334000000.0,Finished,Las Vegas Grand Prix,0 days 01:22:57.334000,0.0,
1306,HUL,haas,9.0,8.0,4985777000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:05.777000,0.0,
1307,TSU,rb,7.0,9.0,4988777000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:08.777000,0.0,
1308,PER,red_bull,15.0,10.0,4989083000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:09.083000,0.0,
1309,ALO,aston_martin,16.0,11.0,4995164000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:15.164000,0.0,
1310,MAG,haas,12.0,12.0,4995772000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:15.772000,0.0,
1311,ZHO,sauber,13.0,13.0,5000054000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:20.054000,0.0,
1312,COL,williams,20.0,14.0,5001141000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:21.141000,0.0,
1313,STR,aston_martin,18.0,15.0,5010071000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:30.071000,0.0,
1314,LAW,rb,14.0,16.0,5016974000000.0,Finished,Las Vegas Grand Prix,0 days 01:23:36.974000,0.0,
1315,OCO,alpine,11.0,17.0,5019034000000.0,Lapped,Las Vegas Grand Prix,0 days 01:23:39.034000,0.0,
1316,BOT,sauber,19.0,18.0,5028259000000.0,Lapped,Las Vegas Grand Prix,0 days 01:23:48.259000,0.0,
1317,ALB,williams,17.0,19.0,,Retired,Las Vegas Grand Prix,,0.0,
1318,GAS,alpine,3.0,20.0,,Retired,Las Vegas Grand Prix,,0.0,
1319,VER,red_bull,2.0,1.0,5465323000000.0,Finished,Qatar Grand Prix,0 days 01:31:05.323000,0.0,
1320,LEC,ferrari,5.0,2.0,5471354000000.0,Finished,Qatar Grand Prix,0 days 01:31:11.354000,0.0,
1321,PIA,mclaren,4.0,3.0,5472142000000.0,Finished,Qatar Grand Prix,0 days 01:31:12.142000,0.0,
1322,RUS,mercedes,1.0,4.0,5479427000000.0,Finished,Qatar Grand Prix,0 days 01:31:19.427000,0.0,
1323,GAS,alpine,11.0,5.0,5482105000000.0,Finished,Qatar Grand Prix,0 days 01:31:22.105000,0.0,
1324,SAI,ferrari,7.0,6.0,5482799000000.0,Finished,Qatar Grand Prix,0 days 01:31:22.799000,0.0,
1325,ALO,aston_martin,8.0,7.0,5485190000000.0,Finished,Qatar Grand Prix,0 days 01:31:25.190000,0.0,
1326,ZHO,sauber,12.0,8.0,5490683000000.0,Finished,Qatar Grand Prix,0 days 01:31:30.683000,0.0,
1327,MAG,haas,10.0,9.0,5497500000000.0,Finished,Qatar Grand Prix,0 days 01:31:37.500000,0.0,
1328,NOR,mclaren,3.0,10.0,5501085000000.0,Finished,Qatar Grand Prix,0 days 01:31:41.085000,0.0,
1329,BOT,sauber,13.0,11.0,5515566000000.0,Finished,Qatar Grand Prix,0 days 01:31:55.566000,0.0,
1330,HAM,mercedes,6.0,12.0,5521445000000.0,Finished,Qatar Grand Prix,0 days 01:32:01.445000,0.0,
1331,TSU,rb,14.0,13.0,5526423000000.0,Finished,Qatar Grand Prix,0 days 01:32:06.423000,0.0,
1332,LAW,rb,17.0,14.0,5527979000000.0,Finished,Qatar Grand Prix,0 days 01:32:07.979000,0.0,
1333,ALB,williams,16.0,15.0,5540948000000.0,Lapped,Qatar Grand Prix,0 days 01:32:20.948000,0.0,
1334,HUL,haas,18.0,16.0,,Retired,Qatar Grand Prix,,0.0,
1335,PER,red_bull,9.0,17.0,,Retired,Qatar Grand Prix,,0.0,
1336,STR,aston_martin,15.0,18.0,,Retired,Qatar Grand Prix,,0.0,
1337,COL,williams,19.0,19.0,,Retired,Qatar Grand Prix,,0.0,
1338,OCO,alpine,20.0,20.0,,Retired,Qatar Grand Prix,,0.0,
1339,NOR,mclaren,1.0,1.0,5193291000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:26:33.291000,0.0,
1340,SAI,ferrari,3.0,2.0,5199123000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:26:39.123000,0.0,
1341,LEC,ferrari,19.0,3.0,5225219000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:05.219000,0.0,
1342,HAM,mercedes,16.0,4.0,5229774000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:09.774000,0.0,
1343,RUS,mercedes,6.0,5.0,5230829000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:10.829000,0.0,
1344,VER,red_bull,4.0,6.0,5243138000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:23.138000,0.0,
1345,GAS,alpine,5.0,7.0,5265851000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:45.851000,0.0,
1346,HUL,haas,7.0,8.0,5268845000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:48.845000,0.0,
1347,ALO,aston_martin,8.0,9.0,5275664000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:55.664000,0.0,
1348,PIA,mclaren,2.0,10.0,5277112000000.0,Finished,Abu Dhabi Grand Prix,0 days 01:27:57.112000,0.0,
1349,ALB,williams,18.0,11.0,5288363000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:28:08.363000,0.0,
1350,TSU,rb,11.0,12.0,5291850000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:28:11.850000,0.0,
1351,ZHO,sauber,15.0,13.0,5294416000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:28:14.416000,0.0,
1352,STR,aston_martin,13.0,14.0,5295585000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:28:15.585000,0.0,
1353,DOO,alpine,17.0,15.0,5303667000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:28:23.667000,0.0,
1354,MAG,haas,14.0,16.0,5354709000000.0,Lapped,Abu Dhabi Grand Prix,0 days 01:29:14.709000,0.0,
1355,LAW,rb,12.0,17.0,,Finished,Abu Dhabi Grand Prix,,0.0,
1356,BOT,sauber,9.0,18.0,,Retired,Abu Dhabi Grand Prix,,0.0,
1357,COL,williams,20.0,19.0,,Retired,Abu Dhabi Grand Prix,,0.0,
1358,PER,red_bull,10.0,20.0,,Retired,Abu Dhabi Grand Prix,,0.0,
1359,NOR,mclaren,1.0,1.0,6126304000000.0,Finished,Australian Grand Prix,0 days 01:42:06.304000,0.3258426966292135,
1360,VER,red_bull,3.0,2.0,6127199000000.0,Finished,Australian Grand Prix,0 days 01:42:07.199000,0.3258426966292135,
1361,RUS,mercedes,4.0,3.0,6134785000000.0,Finished,Australian Grand Prix,0 days 01:42:14.785000,0.3258426966292135,
1362,ANT,mercedes,16.0,4.0,6136439000000.0,Finished,Australian Grand Prix,0 days 01:42:16.439000,0.3258426966292135,
1363,ALB,williams,6.0,5.0,6139077000000.0,Finished,Australian Grand Prix,0 days 01:42:19.077000,0.3258426966292135,
1364,STR,aston_martin,13.0,6.0,6143717000000.0,Finished,Australian Grand Prix,0 days 01:42:23.717000,0.3258426966292135,
1365,HUL,sauber,17.0,7.0,6144727000000.0,Finished,Australian Grand Prix,0 days 01:42:24.727000,0.3258426966292135,
1366,LEC,ferrari,7.0,8.0,6146130000000.0,Finished,Australian Grand Prix,0 days 01:42:26.130000,0.3258426966292135,
1367,PIA,mclaren,2.0,9.0,6146752000000.0,Finished,Australian Grand Prix,0 days 01:42:26.752000,0.3258426966292135,
1368,HAM,ferrari,8.0,10.0,6148777000000.0,Finished,Australian Grand Prix,0 days 01:42:28.777000,0.3258426966292135,
1369,GAS,alpine,9.0,11.0,6152806000000.0,Finished,Australian Grand Prix,0 days 01:42:32.806000,0.3258426966292135,
1370,TSU,rb,5.0,12.0,6156188000000.0,Finished,Australian Grand Prix,0 days 01:42:36.188000,0.3258426966292135,
1371,OCO,haas,19.0,13.0,6159465000000.0,Finished,Australian Grand Prix,0 days 01:42:39.465000,0.3258426966292135,
1372,BEA,haas,20.0,14.0,6166655000000.0,Finished,Australian Grand Prix,0 days 01:42:46.655000,0.3258426966292135,
1373,LAW,red_bull,18.0,15.0,,Retired,Australian Grand Prix,,0.3258426966292135,
1374,BOR,sauber,15.0,16.0,,Retired,Australian Grand Prix,,0.3258426966292135,
1375,ALO,aston_martin,12.0,17.0,,Retired,Australian Grand Prix,,0.3258426966292135,
1376,SAI,williams,10.0,18.0,,Retired,Australian Grand Prix,,0.3258426966292135,
1377,DOO,alpine,14.0,19.0,,Retired,Australian Grand Prix,,0.3258426966292135,
1378,HAD,rb,11.0,20.0,,Retired,Australian Grand Prix,,0.3258426966292135,
1379,PIA,mclaren,1.0,1.0,5455026000000.0,Finished,Chinese Grand Prix,0 days 01:30:55.026000,0.0,
1380,NOR,mclaren,3.0,2.0,5464774000000.0,Finished,Chinese Grand Prix,0 days 01:31:04.774000,0.0,
1381,RUS,mercedes,2.0,3.0,5466123000000.0,Finished,Chinese Grand Prix,0 days 01:31:06.123000,0.0,
1382,VER,red_bull,4.0,4.0,5471682000000.0,Finished,Chinese Grand Prix,0 days 01:31:11.682000,0.0,
1383,OCO,haas,11.0,5.0,5504995000000.0,Finished,Chinese Grand Prix,0 days 01:31:44.995000,0.0,
1384,ANT,mercedes,8.0,6.0,5508774000000.0,Finished,Chinese Grand Prix,0 days 01:31:48.774000,0.0,
1385,ALB,williams,10.0,7.0,5511347000000.0,Finished,Chinese Grand Prix,0 days 01:31:51.347000,0.0,
1386,BEA,haas,17.0,8.0,5516329000000.0,Finished,Chinese Grand Prix,0 days 01:31:56.329000,0.0,
1387,STR,aston_martin,14.0,9.0,5525230000000.0,Finished,Chinese Grand Prix,0 days 01:32:05.230000,0.0,
1388,SAI,williams,15.0,10.0,5531413000000.0,Finished,Chinese Grand Prix,0 days 01:32:11.413000,0.0,
1389,HAD,rb,7.0,11.0,5533901000000.0,Finished,Chinese Grand Prix,0 days 01:32:13.901000,0.0,
1390,LAW,red_bull,20.0,12.0,5536173000000.0,Finished,Chinese Grand Prix,0 days 01:32:16.173000,0.0,
1391,DOO,alpine,18.0,13.0,5543427000000.0,Finished,Chinese Grand Prix,0 days 01:32:23.427000,0.0,
1392,BOR,sauber,19.0,14.0,5554183000000.0,Lapped,Chinese Grand Prix,0 days 01:32:34.183000,0.0,
1393,HUL,sauber,12.0,15.0,5563653000000.0,Lapped,Chinese Grand Prix,0 days 01:32:43.653000,0.0,
1394,TSU,rb,9.0,16.0,5566938000000.0,Lapped,Chinese Grand Prix,0 days 01:32:46.938000,0.0,
1395,ALO,aston_martin,13.0,17.0,,Retired,Chinese Grand Prix,,0.0,
1396,LEC,ferrari,6.0,18.0,,Disqualified,Chinese Grand Prix,,0.0,
1397,HAM,ferrari,5.0,19.0,,Disqualified,Chinese Grand Prix,,0.0,
1398,GAS,alpine,16.0,20.0,,Disqualified,Chinese Grand Prix,,0.0,
